wavelength_nm,relative_intensity
1545.45,0.6251344
1545.46,0.62532145
1545.47,0.6241905
1545.48,0.62699133
1545.49,0.6245724
1545.5,0.6228141
1545.51,0.62624586
1545.52,0.6262246
1545.53,0.62854344
1545.54,0.6298812
1545.55,0.6307232
1545.56,0.63699937
1545.57,0.63539654
1545.58,0.6369052
1545.59,0.6346019
1545.6,0.6358817
1545.61,0.6344807
1545.62,0.6362201
1545.63,0.6338372
1545.64,0.63952416
1545.65,0.6345618
1545.66,0.637643
1545.67,0.6390441
1545.68,0.6366926
1545.69,0.6363525
1545.7,0.6379073
1545.71,0.63689953
1545.72,0.63363045
1545.73,0.6391194
1545.74,0.6351418
1545.75,0.6367387
1545.76,0.637837
1545.77,0.6392438
1545.78,0.64065164
1545.79,0.6413372
1545.8,0.6417635
1545.81,0.6470206
1545.82,0.644221
1545.83,0.6472199
1545.84,0.6467087
1545.85,0.6458181
1545.86,0.6488378
1545.87,0.6457226
1545.88,0.64173454
1545.89,0.6501282
1545.9,0.6481515
1545.91,0.646754
1545.92,0.64780134
1545.93,0.6489929
1545.94,0.6502253
1545.95,0.65281326
1545.96,0.65125304
1545.97,0.6540025
1545.98,0.651656
1545.99,0.6512254
1546.0,0.65291005
1546.01,0.6504021
1546.02,0.653152
1546.03,0.65371287
1546.04,0.6530356
1546.05,0.64999586
1546.06,0.65331507
1546.07,0.65863615
1546.08,0.6549842
1546.09,0.6579703
1546.1,0.6555193
1546.11,0.6553227
1546.12,0.65916604
1546.13,0.65687996
1546.14,0.65647364
1546.15,0.6581148
1546.16,0.65838885
1546.17,0.6555727
1546.18,0.6556978
1546.19,0.6581664
1546.2,0.6558556
1546.21,0.6571781
1546.22,0.6593248
1546.23,0.6595098
1546.24,0.65906495
1546.25,0.66179174
1546.26,0.6614379
1546.27,0.66642535
1546.28,0.66549814
1546.29,0.6638215
1546.3,0.6665512
1546.31,0.66685236
1546.32,0.66385156
1546.33,0.66633356
1546.34,0.6678817
1546.35,0.6656427
1546.36,0.6669498
1546.37,0.6720421
1546.38,0.6677574
1546.39,0.66978604
1546.4,0.67133015
1546.41,0.67291135
1546.42,0.66930264
1546.43,0.66849136
1546.44,0.6705853
1546.45,0.6742932
1546.46,0.67304987
1546.47,0.67432576
1546.48,0.67049915
1546.49,0.6717385
1546.5,0.67295086
1546.51,0.66976064
1546.52,0.67181903
1546.53,0.67423284
1546.54,0.67342293
1546.55,0.67430514
1546.56,0.6737267
1546.57,0.67408186
1546.58,0.6765541
1546.59,0.67474496
1546.6,0.67744654
1546.61,0.6772566
1546.62,0.6798189
1546.63,0.68068606
1546.64,0.6819823
1546.65,0.687255
1546.66,0.6834568
1546.67,0.68208766
1546.68,0.6806511
1546.69,0.6807604
1546.7,0.67837334
1546.71,0.6784579
1546.72,0.6809155
1546.73,0.6825116
1546.74,0.6810846
1546.75,0.6841149
1546.76,0.68453246
1546.77,0.6834364
1546.78,0.6850914
1546.79,0.6858006
1546.8,0.6803571
1546.81,0.6857467
1546.82,0.6816329
1546.83,0.6863984
1546.84,0.6827031
1546.85,0.6846949
1546.86,0.6858785
1546.87,0.68765867
1546.88,0.68990237
1546.89,0.6921002
1546.9,0.6951323
1546.91,0.6976679
1546.92,0.69569016
1546.93,0.69451374
1546.94,0.6953602
1546.95,0.6974657
1546.96,0.6979383
1546.97,0.6983271
1546.98,0.6987888
1546.99,0.6972629
1547.0,0.69848627
1547.01,0.6982132
1547.02,0.70199746
1547.03,0.70211804
1547.04,0.7037999
1547.05,0.70257604
1547.06,0.70040804
1547.07,0.69837195
1547.08,0.6946662
1547.09,0.6975012
1547.1,0.69638205
1547.11,0.7008148
1547.12,0.69776005
1547.13,0.7000084
1547.14,0.70146453
1547.15,0.6998775
1547.16,0.7042401
1547.17,0.70149076
1547.18,0.7016745
1547.19,0.70359534
1547.2,0.70108515
1547.21,0.7029675
1547.22,0.704054
1547.23,0.7018638
1547.24,0.70442855
1547.25,0.7060102
1547.26,0.7049671
1547.27,0.7044291
1547.28,0.7063736
1547.29,0.70593107
1547.3,0.7104569
1547.31,0.7097353
1547.32,0.711556
1547.33,0.7124227
1547.34,0.71371377
1547.35,0.71073264
1547.36,0.71009356
1547.37,0.70939606
1547.38,0.7087565
1547.39,0.7086987
1547.4,0.7110699
1547.41,0.7145684
1547.42,0.7154033
1547.43,0.7140005
1547.44,0.71184796
1547.45,0.7108659
1547.46,0.71438706
1547.47,0.71592206
1547.48,0.71499866
1547.49,0.7160727
1547.5,0.7169781
1547.51,0.7149527
1547.52,0.7193247
1547.53,0.7161023
1547.54,0.7173281
1547.55,0.7184801
1547.56,0.7197838
1547.57,0.71915346
1547.58,0.71823174
1547.59,0.7162034
1547.6,0.71846426
1547.61,0.7176117
1547.62,0.7188167
1547.63,0.7201757
1547.64,0.7237865
1547.65,0.7204108
1547.66,0.7186807
1547.67,0.71838784
1547.68,0.7214794
1547.69,0.72466105
1547.7,0.7269034
1547.71,0.7256273
1547.72,0.72058785
1547.73,0.7208698
1547.74,0.72492564
1547.75,0.7255236
1547.76,0.72724074
1547.77,0.7285912
1547.78,0.727265
1547.79,0.72743976
1547.8,0.7277821
1547.81,0.7240947
1547.82,0.723834
1547.83,0.725208
1547.84,0.7248142
1547.85,0.7288313
1547.86,0.7243056
1547.87,0.7262978
1547.88,0.72278684
1547.89,0.7277355
1547.9,0.7318823
1547.91,0.7279453
1547.92,0.7310194
1547.93,0.73118395
1547.94,0.73091906
1547.95,0.73283905
1547.96,0.7356181
1547.97,0.74133694
1547.98,0.7383327
1547.99,0.7367317
1548.0,0.7360481
1548.01,0.7359876
1548.02,0.7381637
1548.03,0.73703945
1548.04,0.7402573
1548.05,0.73615086
1548.06,0.7359452
1548.07,0.73672026
1548.08,0.7379548
1548.09,0.7368825
1548.1,0.73685735
1548.11,0.73444235
1548.12,0.7368753
1548.13,0.73571134
1548.14,0.7348577
1548.15,0.73613924
1548.16,0.73642206
1548.17,0.7403139
1548.18,0.7371087
1548.19,0.73664844
1548.2,0.7375691
1548.21,0.7369072
1548.22,0.7338198
1548.23,0.73707306
1548.24,0.739448
1548.25,0.73914355
1548.26,0.7418897
1548.27,0.7392236
1548.28,0.7419639
1548.29,0.7374296
1548.3,0.7366604
1548.31,0.73989606
1548.32,0.74021745
1548.33,0.73858696
1548.34,0.7416637
1548.35,0.7442138
1548.36,0.7440688
1548.37,0.7419054
1548.38,0.7434209
1548.39,0.7430153
1548.4,0.74766964
1548.41,0.7507702
1548.42,0.7486651
1548.43,0.74782914
1548.44,0.74596024
1548.45,0.7449083
1548.46,0.7452427
1548.47,0.74725145
1548.48,0.7489717
1548.49,0.74998564
1548.5,0.7497361
1548.51,0.7504079
1548.52,0.7492568
1548.53,0.74938387
1548.54,0.747402
1548.55,0.7498496
1548.56,0.74695826
1548.57,0.7491126
1548.58,0.74937624
1548.59,0.7510282
1548.6,0.7508183
1548.61,0.7499218
1548.62,0.74925876
1548.63,0.7481996
1548.64,0.75005394
1548.65,0.75003886
1548.66,0.7510407
1548.67,0.7521941
1548.68,0.7501448
1548.69,0.7540847
1548.7,0.7541337
1548.71,0.75577974
1548.72,0.7530765
1548.73,0.75236344
1548.74,0.75143385
1548.75,0.7550812
1548.76,0.75621563
1548.77,0.7549935
1548.78,0.75354356
1548.79,0.7544264
1548.8,0.75743246
1548.81,0.7538273
1548.82,0.7541539
1548.83,0.7535133
1548.84,0.75360566
1548.85,0.7583833
1548.86,0.7556405
1548.87,0.7554218
1548.88,0.7554296
1548.89,0.7541283
1548.9,0.75302225
1548.91,0.7575788
1548.92,0.7572177
1548.93,0.75434387
1548.94,0.7545872
1548.95,0.75866723
1548.96,0.75673264
1548.97,0.76125735
1548.98,0.7595736
1548.99,0.76037055
1549.0,0.7599163
1549.01,0.7583816
1549.02,0.7607636
1549.03,0.7619523
1549.04,0.7622451
1549.05,0.75876135
1549.06,0.762388
1549.07,0.76355994
1549.08,0.7646742
1549.09,0.76150113
1549.1,0.7603558
1549.11,0.7556793
1549.12,0.7574298
1549.13,0.7576233
1549.14,0.76046693
1549.15,0.76086736
1549.16,0.7641763
1549.17,0.76442516
1549.18,0.7639736
1549.19,0.7596663
1549.2,0.7580882
1549.21,0.75684553
1549.22,0.76054054
1549.23,0.7587253
1549.24,0.7612083
1549.25,0.7627733
1549.26,0.7568624
1549.27,0.7614246
1549.28,0.7621111
1549.29,0.76143646
1549.3,0.76063824
1549.31,0.7629307
1549.32,0.7627284
1549.33,0.7626326
1549.34,0.7634368
1549.35,0.7665015
1549.36,0.76539594
1549.37,0.76790416
1549.38,0.7686769
1549.39,0.7646247
1549.4,0.768499
1549.41,0.7658148
1549.42,0.7628681
1549.43,0.7643686
1549.44,0.76604056
1549.45,0.76248556
1549.46,0.7649057
1549.47,0.76759857
1549.48,0.76826787
1549.49,0.7680868
1549.5,0.76660895
1549.51,0.7686212
1549.52,0.7658857
1549.53,0.76885796
1549.54,0.76760894
1549.55,0.7655124
1549.56,0.76600087
1549.57,0.76603633
1549.58,0.76490724
1549.59,0.76615417
1549.6,0.76353574
1549.61,0.76390535
1549.62,0.76658624
1549.63,0.76320165
1549.64,0.7645934
1549.65,0.76357055
1549.66,0.7603625
1549.67,0.76719904
1549.68,0.76577574
1549.69,0.7648623
1549.7,0.7637632
1549.71,0.7649201
1549.72,0.76425576
1549.73,0.76712686
1549.74,0.7692912
1549.75,0.766214
1549.76,0.7676744
1549.77,0.76958
1549.78,0.7725975
1549.79,0.7720992
1549.8,0.7698246
1549.81,0.7665231
1549.82,0.7718041
1549.83,0.7710798
1549.84,0.76825
1549.85,0.76760685
1549.86,0.77080286
1549.87,0.77261645
1549.88,0.7703587
1549.89,0.7676329
1549.9,0.7673948
1549.91,0.7689273
1549.92,0.7693212
1549.93,0.7661162
1549.94,0.7662307
1549.95,0.76692337
1549.96,0.77152085
1549.97,0.76680195
1549.98,0.76815194
1549.99,0.7719989
1550.0,0.7709196
1550.01,0.7724171
1550.02,0.7728631
1550.03,0.7715686
1550.04,0.7731494
1550.05,0.77255076
1550.06,0.7735634
1550.07,0.7731092
1550.08,0.7707186
1550.09,0.7734076
1550.1,0.77380985
1550.11,0.7710756
1550.12,0.7701945
1550.13,0.77418214
1550.14,0.7731202
1550.15,0.7750632
1550.16,0.77229136
1550.17,0.77118516
1550.18,0.774599
1550.19,0.7727673
1550.2,0.76691175
1550.21,0.77138716
1550.22,0.7722619
1550.23,0.771097
1550.24,0.76781034
1550.25,0.77165014
1550.26,0.7702374
1550.27,0.771051
1550.28,0.7707009
1550.29,0.7711823
1550.3,0.7706676
1550.31,0.7725866
1550.32,0.77211946
1550.33,0.7702125
1550.34,0.7698597
1550.35,0.7696373
1550.36,0.77055603
1550.37,0.7744218
1550.38,0.7729681
1550.39,0.77252877
1550.4,0.77445453
1550.41,0.77508444
1550.42,0.775097
1550.43,0.7715082
1550.44,0.7714405
1550.45,0.77057517
1550.46,0.7731356
1550.47,0.7718563
1550.48,0.77182645
1550.49,0.7715155
1550.5,0.77328855
1550.51,0.7728446
1550.52,0.7697228
1550.53,0.7732174
1550.54,0.77259296
1550.55,0.7730625
1550.56,0.77285105
1550.57,0.77037686
1550.58,0.7707901
1550.59,0.7719071
1550.6,0.77071005
1550.61,0.7703346
1550.62,0.7705017
1550.63,0.7702613
1550.64,0.77282536
1550.65,0.77388185
1550.66,0.7725038
1550.67,0.77199334
1550.68,0.77319264
1550.69,0.7725892
1550.7,0.7724675
1550.71,0.769361
1550.72,0.7743644
1550.73,0.77043283
1550.74,0.7721262
1550.75,0.77337295
1550.76,0.771984
1550.77,0.77168036
1550.78,0.77427435
1550.79,0.7707914
1550.8,0.7732796
1550.81,0.7750786
1550.82,0.7773056
1550.83,0.77730006
1550.84,0.777626
1550.85,0.7756611
1550.86,0.77164644
1550.87,0.7723742
1550.88,0.77053225
1550.89,0.7697104
1550.9,0.77369934
1550.91,0.7753413
1550.92,0.77532053
1550.93,0.774682
1550.94,0.7719544
1550.95,0.77376956
1550.96,0.77316725
1550.97,0.7712746
1550.98,0.76651967
1550.99,0.7719265
1551.0,0.77399844
1551.01,0.7716407
1551.02,0.7734329
1551.03,0.77390563
1551.04,0.7712601
1551.05,0.7714391
1551.06,0.76843524
1551.07,0.77261865
1551.08,0.7713333
1551.09,0.7730566
1551.1,0.76951903
1551.11,0.7735072
1551.12,0.7695903
1551.13,0.7687864
1551.14,0.77172595
1551.15,0.7725227
1551.16,0.77137387
1551.17,0.7727458
1551.18,0.772989
1551.19,0.77322745
1551.2,0.77344984
1551.21,0.7734573
1551.22,0.7753842
1551.23,0.7701016
1551.24,0.77274716
1551.25,0.7710056
1551.26,0.7708195
1551.27,0.77461404
1551.28,0.77244943
1551.29,0.7707579
1551.3,0.7693373
1551.31,0.7729908
1551.32,0.77329224
1551.33,0.77421063
1551.34,0.7737878
1551.35,0.77305585
1551.36,0.7710305
1551.37,0.7717785
1551.38,0.7750976
1551.39,0.7732047
1551.4,0.7739855
1551.41,0.7734396
1551.42,0.78198004
1551.43,0.7741185
1551.44,0.7709485
1551.45,0.7739646
1551.46,0.7738099
1551.47,0.7735635
1551.48,0.7749422
1551.49,0.7741349
1551.5,0.77541953
1551.51,0.77089006
1551.52,0.7758064
1551.53,0.7724603
1551.54,0.7759736
1551.55,0.7712914
1551.56,0.7758176
1551.57,0.7751682
1551.58,0.77178323
1551.59,0.7762235
1551.6,0.7710352
1551.61,0.76940584
1551.62,0.7743515
1551.63,0.7788777
1551.64,0.77823055
1551.65,0.777239
1551.66,0.7724227
1551.67,0.7745707
1551.68,0.7761671
1551.69,0.7764229
1551.7,0.7778617
1551.71,0.7721493
1551.72,0.7757824
1551.73,0.7723678
1551.74,0.77185833
1551.75,0.77275616
1551.76,0.7673517
1551.77,0.7659027
1551.78,0.77158934
1551.79,0.77192813
1551.8,0.7718818
1551.81,0.7731442
1551.82,0.7730055
1551.83,0.7763611
1551.84,0.7764157
1551.85,0.7737899
1551.86,0.7770288
1551.87,0.77865136
1551.88,0.7748189
1551.89,0.779786
1551.9,0.7773915
1551.91,0.7787913
1551.92,0.77796173
1551.93,0.77679604
1551.94,0.7776739
1551.95,0.77655625
1551.96,0.7728876
1551.97,0.77153736
1551.98,0.77233624
1551.99,0.7765103
1552.0,0.7754901
1552.01,0.77854246
1552.02,0.7734727
1552.03,0.7748623
1552.04,0.7733361
1552.05,0.77489483
1552.06,0.7783007
1552.07,0.77542704
1552.08,0.77556205
1552.09,0.77733326
1552.1,0.7760297
1552.11,0.77300096
1552.12,0.7742429
1552.13,0.77668226
1552.14,0.77599925
1552.15,0.77632487
1552.16,0.7784467
1552.17,0.7807845
1552.18,0.7830981
1552.19,0.7746207
1552.2,0.7778589
1552.21,0.7780182
1552.22,0.77562743
1552.23,0.7774826
1552.24,0.77826124
1552.25,0.7782961
1552.26,0.7818772
1552.27,0.7836407
1552.28,0.7842144
1552.29,0.78244454
1552.3,0.7832186
1552.31,0.7795133
1552.32,0.7807115
1552.33,0.78123486
1552.34,0.7815545
1552.35,0.78065777
1552.36,0.7800816
1552.37,0.7821862
1552.38,0.778827
1552.39,0.7772192
1552.4,0.77860445
1552.41,0.7764417
1552.42,0.775082
1552.43,0.7784742
1552.44,0.7821426
1552.45,0.77804273
1552.46,0.78309923
1552.47,0.78554577
1552.48,0.78283095
1552.49,0.7834763
1552.5,0.78078765
1552.51,0.7792463
1552.52,0.78263336
1552.53,0.7794497
1552.54,0.7807064
1552.55,0.77953225
1552.56,0.77957606
1552.57,0.78106153
1552.58,0.7817698
1552.59,0.7807932
1552.6,0.78006256
1552.61,0.78034496
1552.62,0.7812432
1552.63,0.78273046
1552.64,0.7818773
1552.65,0.7742039
1552.66,0.77777225
1552.67,0.77640796
1552.68,0.77953273
1552.69,0.775799
1552.7,0.77588797
1552.71,0.78128064
1552.72,0.78084946
1552.73,0.78338784
1552.74,0.7799564
1552.75,0.7804605
1552.76,0.78387874
1552.77,0.7807673
1552.78,0.7797842
1552.79,0.77872074
1552.8,0.7795712
1552.81,0.78118604
1552.82,0.7812793
1552.83,0.7840243
1552.84,0.78619456
1552.85,0.7785675
1552.86,0.7876211
1552.87,0.7868205
1552.88,0.7832355
1552.89,0.7847716
1552.9,0.7842988
1552.91,0.7842848
1552.92,0.7845837
1552.93,0.7824374
1552.94,0.78354466
1552.95,0.78161883
1552.96,0.7828693
1552.97,0.78596675
1552.98,0.7845252
1552.99,0.78745323
1553.0,0.7863647
1553.01,0.78505206
1553.02,0.7889446
1553.03,0.7875438
1553.04,0.7844704
1553.05,0.7852305
1553.06,0.7871399
1553.07,0.7871895
1553.08,0.7849486
1553.09,0.7878035
1553.1,0.78391254
1553.11,0.7883646
1553.12,0.7864064
1553.13,0.7866208
1553.14,0.78206134
1553.15,0.78640544
1553.16,0.78542864
1553.17,0.78376323
1553.18,0.785266
1553.19,0.78465366
1553.2,0.78372234
1553.21,0.7844639
1553.22,0.7849397
1553.23,0.7838272
1553.24,0.7820581
1553.25,0.7839623
1553.26,0.784789
1553.27,0.7840798
1553.28,0.7870636
1553.29,0.7860153
1553.3,0.78843635
1553.31,0.79011977
1553.32,0.7882295
1553.33,0.78630525
1553.34,0.7882056
1553.35,0.7880676
1553.36,0.78826445
1553.37,0.7868072
1553.38,0.78705794
1553.39,0.7822391
1553.4,0.78576964
1553.41,0.78870606
1553.42,0.78833765
1553.43,0.7837677
1553.44,0.78784835
1553.45,0.7840657
1553.46,0.78660935
1553.47,0.7846847
1553.48,0.78776383
1553.49,0.79199284
1553.5,0.7875378
1553.51,0.7887114
1553.52,0.7876354
1553.53,0.786925
1553.54,0.78551525
1553.55,0.7889565
1553.56,0.7892401
1553.57,0.787401
1553.58,0.7863504
1553.59,0.7841945
1553.6,0.785825
1553.61,0.78971064
1553.62,0.7891616
1553.63,0.78764087
1553.64,0.78879285
1553.65,0.79021436
1553.66,0.793572
1553.67,0.7929201
1553.68,0.792236
1553.69,0.7925603
1553.7,0.79184395
1553.71,0.7932658
1553.72,0.79105896
1553.73,0.7881295
1553.74,0.7904896
1553.75,0.7912379
1553.76,0.7909976
1553.77,0.7884704
1553.78,0.79020435
1553.79,0.79198194
1553.8,0.79210806
1553.81,0.79028577
1553.82,0.7903506
1553.83,0.7927803
1553.84,0.79475063
1553.85,0.79403645
1553.86,0.7974768
1553.87,0.79846257
1553.88,0.79759425
1553.89,0.79745686
1553.9,0.7963458
1553.91,0.7942435
1553.92,0.79362416
1553.93,0.79442865
1553.94,0.7954492
1553.95,0.79589105
1553.96,0.7953591
1553.97,0.796229
1553.98,0.79680926
1553.99,0.79743314
1554.0,0.7999811
1554.01,0.7980056
1554.02,0.79967743
1554.03,0.7982673
1554.04,0.7972755
1554.05,0.7983399
1554.06,0.8007695
1554.07,0.7984696
1554.08,0.79916966
1554.09,0.8008804
1554.1,0.8042225
1554.11,0.80250144
1554.12,0.7999911
1554.13,0.7965437
1554.14,0.80047715
1554.15,0.80035365
1554.16,0.79971373
1554.17,0.79866993
1554.18,0.804675
1554.19,0.8022449
1554.2,0.8012755
1554.21,0.79849213
1554.22,0.8004405
1554.23,0.8013878
1554.24,0.8043504
1554.25,0.80270296
1554.26,0.8028757
1554.27,0.8036422
1554.28,0.80215687
1554.29,0.8000458
1554.3,0.79941016
1554.31,0.797589
1554.32,0.8013314
1554.33,0.80507976
1554.34,0.8077162
1554.35,0.808077
1554.36,0.80878127
1554.37,0.8069353
1554.38,0.80831516
1554.39,0.8085221
1554.4,0.80789196
1554.41,0.80688184
1554.42,0.80646694
1554.43,0.80843925
1554.44,0.80682415
1554.45,0.8082031
1554.46,0.80703455
1554.47,0.8102857
1554.48,0.8108682
1554.49,0.8089691
1554.5,0.81204313
1554.51,0.8114141
1554.52,0.8109186
1554.53,0.8136458
1554.54,0.8115603
1554.55,0.8149798
1554.56,0.81232774
1554.57,0.81371856
1554.58,0.81370366
1554.59,0.8146322
1554.6,0.7947915
1554.61,0.81260264
1554.62,0.8140311
1554.63,0.8159294
1554.64,0.8128514
1554.65,0.82156885
1554.66,0.8204881
1554.67,0.8163005
1554.68,0.8199704
1554.69,0.8186977
1554.7,0.81848323
1554.71,0.8189669
1554.72,0.8172167
1554.73,0.817996
1554.74,0.81329024
1554.75,0.8138042
1554.76,0.8154012
1554.77,0.81599903
1554.78,0.8157406
1554.79,0.81989664
1554.8,0.8164191
1554.81,0.8185792
1554.82,0.8171031
1554.83,0.8231166
1554.84,0.82054436
1554.85,0.8212249
1554.86,0.8189595
1554.87,0.8206585
1554.88,0.82746124
1554.89,0.823209
1554.9,0.82721835
1554.91,0.82865596
1554.92,0.8278494
1554.93,0.82811546
1554.94,0.82757026
1554.95,0.82639897
1554.96,0.83098984
1554.97,0.83061785
1554.98,0.82699
1554.99,0.8246013
1555.0,0.82641566
1555.01,0.82894444
1555.02,0.82736653
1555.03,0.83200145
1555.04,0.83136976
1555.05,0.83099306
1555.06,0.8296584
1555.07,0.8317506
1555.08,0.8380639
1555.09,0.8373464
1555.1,0.8415377
1555.11,0.84018403
1555.12,0.8398634
1555.13,0.8377912
1555.14,0.84131694
1555.15,0.837011
1555.16,0.8368658
1555.17,0.8385353
1555.18,0.84374684
1555.19,0.83999
1555.2,0.84112406
1555.21,0.8453343
1555.22,0.8427442
1555.23,0.84554374
1555.24,0.8441806
1555.25,0.8441509
1555.26,0.8469419
1555.27,0.8479801
1555.28,0.84664196
1555.29,0.8436763
1555.3,0.8430416
1555.31,0.8454577
1555.32,0.84877086
1555.33,0.84561604
1555.34,0.8494005
1555.35,0.85063636
1555.36,0.84921473
1555.37,0.8526897
1555.38,0.8524083
1555.39,0.85151476
1555.4,0.85425377
1555.41,0.85399437
1555.42,0.8514405
1555.43,0.8530589
1555.44,0.8524667
1555.45,0.85563564
1555.46,0.8570461
1555.47,0.8560788
1555.48,0.85863274
1555.49,0.86018395
1555.5,0.85901225
1555.51,0.8625042
1555.52,0.86343354
1555.53,0.86343354
1555.54,0.8622031
1555.55,0.8606128
1555.56,0.86349225
1555.57,0.864422
1555.58,0.866916
1555.59,0.8659682
1555.6,0.864302
1555.61,0.8689135
1555.62,0.86819583
1555.63,0.8699871
1555.64,0.8697449
1555.65,0.87084097
1555.66,0.8694881
1555.67,0.8745889
1555.68,0.8715621
1555.69,0.87374485
1555.7,0.87513965
1555.71,0.87520283
1555.72,0.87630504
1555.73,0.878747
1555.74,0.8780114
1555.75,0.8814736
1555.76,0.8819447
1555.77,0.8851433
1555.78,0.883851
1555.79,0.884408
1555.8,0.8816328
1555.81,0.8846838
1555.82,0.8853943
1555.83,0.8848394
1555.84,0.8850701
1555.85,0.88917565
1555.86,0.8867945
1555.87,0.887928
1555.88,0.892181
1555.89,0.8910056
1555.9,0.89090353
1555.91,0.8913553
1555.92,0.8930119
1555.93,0.8920532
1555.94,0.8919216
1555.95,0.8933111
1555.96,0.89392
1555.97,0.8940804
1555.98,0.89731556
1555.99,0.8957825
1556.0,0.8970247
1556.01,0.8992178
1556.02,0.89919436
1556.03,0.9042521
1556.04,0.9050786
1556.05,0.9033127
1556.06,0.9022059
1556.07,0.90180206
1556.08,0.9042867
1556.09,0.90562403
1556.1,0.9054937
1556.11,0.90638185
1556.12,0.9071968
1556.13,0.9050117
1556.14,0.9152931
1556.15,0.91262144
1556.16,0.91364354
1556.17,0.91273504
1556.18,0.91778797
1556.19,0.91821486
1556.2,0.91653144
1556.21,0.9153358
1556.22,0.91272426
1556.23,0.9166363
1556.24,0.917259
1556.25,0.9163172
1556.26,0.92099816
1556.27,0.9224395
1556.28,0.9257313
1556.29,0.92142767
1556.3,0.92373264
1556.31,0.9238583
1556.32,0.9213205
1556.33,0.92379004
1556.34,0.92476994
1556.35,0.9244843
1556.36,0.92433894
1556.37,0.9249794
1556.38,0.9275681
1556.39,0.9274528
1556.4,0.92808807
1556.41,0.9295141
1556.42,0.92860645
1556.43,0.9333839
1556.44,0.93739635
1556.45,0.9397064
1556.46,0.9390914
1556.47,0.9387587
1556.48,0.939859
1556.49,0.938271
1556.5,0.9354564
1556.51,0.93928796
1556.52,0.9407757
1556.53,0.94434166
1556.54,0.9459047
1556.55,0.94411486
1556.56,0.944524
1556.57,0.944996
1556.58,0.9409746
1556.59,0.9463453
1556.6,0.9476949
1556.61,0.94736516
1556.62,0.9465443
1556.63,0.9506977
1556.64,0.94877154
1556.65,0.947456
1556.66,0.94878
1556.67,0.9478512
1556.68,0.9480641
1556.69,0.94941014
1556.7,0.95235246
1556.71,0.9503717
1556.72,0.955681
1556.73,0.957828
1556.74,0.95569706
1556.75,0.9566445
1556.76,0.95587844
1556.77,0.9556732
1556.78,0.9564931
1556.79,0.9586975
1556.8,0.96626145
1556.81,0.96479017
1556.82,0.96328336
1556.83,0.97027236
1556.84,0.9648945
1556.85,0.96658903
1556.86,0.96854234
1556.87,0.9676217
1556.88,0.9666775
1556.89,0.9682386
1556.9,0.9688141
1556.91,0.9674334
1556.92,0.97004825
1556.93,0.9724778
1556.94,0.9720772
1556.95,0.9715803
1556.96,0.97150046
1556.97,0.97319925
1556.98,0.9726383
1556.99,0.976099
1557.0,0.97509116
1557.01,0.97178614
1557.02,0.97387844
1557.03,0.975303
1557.04,0.9751274
1557.05,0.9727321
1557.06,0.97675437
1557.07,0.9788065
1557.08,0.9739654
1557.09,0.97569114
1557.1,0.97689146
1557.11,0.97615314
1557.12,0.97879636
1557.13,0.98145527
1557.14,0.98535746
1557.15,0.98555297
1557.16,0.98911667
1557.17,0.9868392
1557.18,0.98237187
1557.19,0.98193383
1557.2,0.9858678
1557.21,0.9831893
1557.22,0.9822922
1557.23,0.9854304
1557.24,0.9828234
1557.25,0.98421896
1557.26,0.98259646
1557.27,0.9850909
1557.28,0.9876998
1557.29,0.98380667
1557.3,0.98751915
1557.31,0.99143744
1557.32,0.991266
1557.33,0.99383885
1557.34,0.9906453
1557.35,0.9897577
1557.36,0.99222505
1557.37,0.98502445
1557.38,0.99185354
1557.39,0.9875371
1557.4,0.9901121
1557.41,0.9890643
1557.42,0.99145794
1557.43,0.9876754
1557.44,0.9868204
1557.45,0.9898276
1557.46,0.990406
1557.47,0.99115163
1557.48,0.99368834
1557.49,0.99123263
1557.5,0.9913907
1557.51,0.9894054
1557.52,0.990999
1557.53,0.9931073
1557.54,0.99155414
1557.55,0.99233913
1557.56,0.9927978
1557.57,0.9936868
1557.58,0.9917683
1557.59,0.99416983
1557.6,0.9953079
1557.61,0.994244
1557.62,0.9924129
1557.63,0.9942794
1557.64,0.991514
1557.65,0.99392617
1557.66,0.99490094
1557.67,0.99477327
1557.68,0.99419415
1557.69,0.99677616
1557.7,0.9942556
1557.71,0.99693316
1557.72,0.99748707
1557.73,0.9970588
1557.74,0.99664026
1557.75,0.99244225
1557.76,0.99433696
1557.77,0.99884033
1557.78,0.99258494
1557.79,0.9931078
1557.8,0.9953157
1557.81,0.99473584
1557.82,0.9946448
1557.83,1.0
1557.84,0.9933179
1557.85,0.9911193
1557.86,0.9936032
1557.87,0.9929245
1557.88,0.9897277
1557.89,0.9904105
1557.9,0.9934851
1557.91,0.9898175
1557.92,0.99224216
1557.93,0.9916024
1557.94,0.99071425
1557.95,0.99088883
1557.96,0.991279
1557.97,0.98798394
1557.98,0.9896493
1557.99,0.98958015
1558.0,0.9902884
1558.01,0.9891212
1558.02,0.99112904
1558.03,0.98561
1558.04,0.98674005
1558.05,0.9870688
1558.06,0.98524266
1558.07,0.98442477
1558.08,0.9834986
1558.09,0.983088
1558.1,0.98209137
1558.11,0.9813529
1558.12,0.9825913
1558.13,0.9830492
1558.14,0.9823857
1558.15,0.981863
1558.16,0.98340935
1558.17,0.9868603
1558.18,0.9873389
1558.19,0.98436075
1558.2,0.9832022
1558.21,0.9830587
1558.22,0.97969097
